
id,log_message,2025-08-16 19:55:58,source,severity,anomaly_flag,anomaly_reason,target_label
222,Service Control Manager: Timeout 30000 ms waiting for Windows Search service connection,2025-06-10 00:01:30,Service Control Manager,Error,True,service timeout,anomaly
223,SRU: Software Protection service license consumption failed (hr=0x800704CF),2025-06-10 00:01:31,SRU,Error,True,license failure,anomaly
224,WER: Computer rebooted from bugcheck Bugcheck code 0x0000007e,2025-06-10 00:01:32,WER,Error,True,blue screen,anomaly
225,MSDTC: MSDTC service failed to start configuration invalid,2025-06-10 00:01:33,MSDTC,Error,True,config invalid,anomaly
226,WindowsUpdateClient: Installation failure Windows update error 0x800f0922,2025-06-10 00:01:34,WindowsUpdateClient,Error,True,update failure,anomaly
227,Winlogon: User Profile Service failed logon error 0x80070520,2025-06-10 00:01:35,Winlogon,Error,True,profile load failure,anomaly
228,"TaskScheduler: Task Scheduler failed to start task ""\Microsoft\Windows\Defrag\ScheduledDefrag"" error 2147943568",2025-06-10 00:01:36,TaskScheduler,Error,True,task start failure,anomaly
229,PerfNet: Unable to open Server service error 0x00000002,2025-06-10 00:01:37,PerfNet,Error,True,service unavailable,anomaly
230,"SideBySide: Activation context generation failed for ""conflicted.dll"" Microsoft.VC80.MFC not found",2025-06-10 00:01:38,SideBySide,Error,True,missing assembly,anomaly
231,EapHost: EAP method DLL path validation failed type 25,2025-06-10 00:01:39,EapHost,Error,True,EAP method error,anomaly
232,Kerberos: Kerberos client received KRB_AP_ERR_MODIFIED from server host/web01,2025-06-10 00:01:40,Kerberos,Error,True,Kerberos integrity error,anomaly
233,Defender: Real-time protection engine failed to load antimalware definitions,2025-06-10 00:01:41,Defender,Error,True,definition load error,anomaly
234,RdpCoreTS: RDP protocol DATA ENCRYPTION error protocol stream disconnected client,2025-06-10 00:01:42,RemoteDesktopServices,Error,True,encryption error,anomaly
235,StorageSpaces: Storage Spaces failed to bring virtual disk VD01 online insufficient redundancy,2025-06-10 00:01:43,StorageSpaces,Error,True,redundancy failure,anomaly
236,NlaSvc: Network Connectivity Assistant service terminated error system cannot find file specified,2025-06-10 00:01:44,NlaSvc,Error,True,service crash,anomaly
237,DNS-Server-Service: DNS server could not open socket 192.168.1.10 error 10049,2025-06-10 00:01:45,DNS-Server-Service,Error,True,socket bind error,anomaly
238,FailoverClustering: Cluster service terminated error 0x0000139f,2025-06-10 00:01:46,FailoverClustering,Error,True,cluster failure,anomaly
239,BitLocker: BitLocker Drive Encryption hardware test failed,2025-06-10 00:01:47,BitLocker,Error,True,hardware test failure,anomaly
240,AppLocker: %SYSTEM32%\calc.exe blocked by publisher rule violation,2025-06-10 00:01:48,AppLocker,Error,True,AppLocker block,anomaly
241,WinRM: WSMan CreateShell failed error 2150858811,2025-06-10 00:01:49,WinRM,Error,True,WSMan error,anomaly
242,WMI: WMI ADAP unable to create Win32_PerfRawData_PerfOS_Memory error 0x80041001,2025-06-10 00:01:50,WMI,Error,True,WMI ADAP failure,anomaly
243,DCOM: Server {8BC3F05E-D86B-11D0-A075-00C04FB68820} DCOM timeout,2025-06-10 00:01:51,DCOM,Error,True,DCOM timeout,anomaly
244,Security-Auditing: Audit failure 4656 failed open process lsass.exe,2025-06-10 00:01:52,Security-Auditing,Error,True,process open denied,anomaly
245,TerminalServices-Printers: Printer redirection failed HP LaserJet error 0x000006ba,2025-06-10 00:01:53,TerminalServices-Printers,Error,True,printer redirection error,anomaly
246,Backup: Backup of volume C: failed error 0x807800c5,2025-06-10 00:01:54,Backup,Error,True,backup failure,anomaly
247,SMBServer: SMB session setup failed STATUS_LOGON_FAILURE,2025-06-10 00:01:55,SMBServer,Error,True,SMB auth failure,anomaly
248,DeviceSetupManager: Device install failed HID\VID_1234&PID_5678 error 0x00000584,2025-06-10 00:01:56,DeviceSetupManager,Error,True,device install error,anomaly
249,User Profiles Service: Cannot load locally stored profile not enough disk space,2025-06-10 00:01:57,User Profiles Service,Error,True,profile load error,anomaly
250,WLAN-AutoConfig: WLAN Extensibility Module stopped unexpectedly,2025-06-10 00:01:58,WLAN-AutoConfig,Error,True,Wi-Fi module crash,anomaly
251,WindowsUpdateClient: Detect failed hr = 0x8007000d,2025-06-10 00:01:59,WindowsUpdateClient,Error,True,update detect error,anomaly
252,Resource-Exhaustion-Detector: Low virtual memory diagnosed,2025-06-10 00:02:00,Resource-Exhaustion-Detector,Error,True,low virtual memory,anomaly
253,SQLServer: Error 18456 Severity 14 State 5 – login failed for user sa,2025-06-10 00:02:01,SQLServer,Error,True,login failure,anomaly
254,Hyper-V-VMMS: Failed to register service principal name 'Hyper-V Replica Service',2025-06-10 00:02:02,Hyper-V-VMMS,Error,True,SPN registration failure,anomaly
255,Microsoft-Windows-SMBServer: SMB1 negotiation failed,2025-06-10 00:02:03,SMBServer,Error,True,SMB1 disabled error,anomaly
256,Microsoft-Windows-DHCP-Server: Scope 192.168.1.0 address pool exhausted,2025-06-10 00:02:04,DHCP-Server,Error,True,DHCP pool exhaustion,anomaly
257,Microsoft-Windows-AppModel-State: Package Microsoft.WindowsStore_8wekyb3d8bbwe failed deployment with error 0x80073CF6,2025-06-10 00:02:05,AppModel-State,Error,True,package deployment failure,anomaly
258,Microsoft-Windows-TerminalServices-Printers: Printer driver HP Universal Print Driver failed to install error 0x000005b3,2025-06-10 00:02:06,TerminalServices-Printers,Error,True,driver install fail,anomaly
259,Microsoft-Windows-Wininit: Custom dynamic link libraries are being loaded for every application. The system administrator should review the list of libraries to ensure they are related to trusted applications,2025-06-10 00:02:07,Wininit,Error,True,untrusted DLL injection,anomaly
260,Microsoft-Windows-Storage-Storport: Reset to device \Device\RaidPort0 was issued,2025-06-10 00:02:08,Storport,Error,True,disk reset issued,anomaly
261,"Microsoft-Windows-TaskScheduler: Task ""\Microsoft\Windows\WindowsBackup\AutomaticBackup"" failed to start. Error value 2147942405",2025-06-10 00:02:09,TaskScheduler,Error,True,backup task error,anomaly
262,"Microsoft-Windows-PrintSpooler: The print spooler failed to share printer ""Marketing-HP"" with shared resource name ""Marketing-HP"". Error 2114",2025-06-10 00:02:10,PrintSpooler,Error,True,printer share failure,anomaly
263,Microsoft-Windows-FaxService: The fax service failed to initialize because the required modem was not found,2025-06-10 00:02:11,FaxService,Error,True,modem missing,anomaly
264,Microsoft-Windows-CodeIntegrity: Code Integrity determined that a process attempted to load an unsigned driver \Driver\MyBadDriver.sys,2025-06-10 00:02:12,CodeIntegrity,Error,True,unsigned driver load,anomaly
265,Microsoft-Windows-CertificateServicesClient-CertEnroll: Certificate enrollment for Local system failed to enroll for a DomainController certificate with request ID N/A. Error 0x80094800,2025-06-10 00:02:13,CertEnroll,Error,True,certificate enrollment failure,anomaly
266,Microsoft-Windows-RemoteAccess: The Routing and Remote Access service failed to start due to missing dependency Remote Access Connection Manager,2025-06-10 00:02:14,RemoteAccess,Error,True,dependency missing,anomaly
267,Microsoft-Windows-GroupPolicy: The processing of Group Policy failed. Windows could not resolve the user name,2025-06-10 00:02:15,GroupPolicy,Error,True,GPO resolution failure,anomaly
268,Microsoft-Windows-Security-SPP: Genuine validation failed with hr=0xC004C4A6,2025-06-10 00:02:16,Security-SPP,Error,True,genuine validation error,anomaly
269,Microsoft-Windows-WFP: The Windows Filtering Platform has blocked a bind to a local port,2025-06-10 00:02:17,WFP,Error,True,WFP bind block,anomaly
270,Microsoft-Windows-Security-Kerberos: KDC_ERR_S_PRINCIPAL_UNKNOWN for service HTTP/webapp.local,2025-06-10 00:02:18,Kerberos,Error,True,KDC unknown principal,anomaly
271,Microsoft-Windows-NTLM: NTLM authentication failed with 0xC000006D for user bob,2025-06-10 00:02:19,NTLM,Error,True,NTLM failure,anomaly
272,Microsoft-Windows-SMBClient: The user name or password is incorrect for share \\fileserver\public,2025-06-10 00:02:20,SMBClient,Error,True,SMB credential error,anomaly
273,Microsoft-Windows-AppLocker: The application was prevented from running because it is unsigned,2025-06-10 00:02:21,AppLocker,Error,True,unsigned app blocked,anomaly
274,Microsoft-Windows-Windows Defender: Real-time protection disabled due to driver unload failure,2025-06-10 00:02:22,Defender,Error,True,RT protection disabled,anomaly
275,Microsoft-Windows-Eventlog: The event logging service encountered an error while processing an incoming event. Error 1500,2025-06-10 00:02:23,Eventlog,Error,True,event log error,anomaly
276,Microsoft-Windows-Storage-Spaces-Driver: Physical disk failed media check,2025-06-10 00:02:24,StorageSpaces-Driver,Error,True,disk media failure,anomaly
277,Microsoft-Windows-Windows Firewall: The Windows Firewall service terminated with service-specific error 5 (0x5),2025-06-10 00:02:25,Windows Firewall,Error,True,firewall service crash,anomaly
278,Microsoft-Windows-TerminalServices-RemoteConnectionManager: The remote session was disconnected because there are no Terminal Server License Servers available,2025-06-10 00:02:26,TerminalServices-RemoteConnectionManager,Error,True,license server unavailable,anomaly
279,Microsoft-Windows-BitLocker-API: BitLocker Drive Encryption failed to recover from an exception,2025-06-10 00:02:27,BitLocker-API,Error,True,BitLocker exception,anomaly
280,Microsoft-Windows-CAPI2: The certificate chain engine has encountered an unexpected error (0x80070057),2025-06-10 00:02:28,CAPI2,Error,True,certificate chain error,anomaly
281,Microsoft-Windows-AppModel-Runtime: Failed with 0x80073D02 to remove package because it is currently in use,2025-06-10 00:02:29,AppModel-Runtime,Error,True,package in use,anomaly
282,Microsoft-Windows-Security-Kerberos: The Kerberos subsystem encountered an error while attempting to renew ticket,2025-06-10 00:02:30,Kerberos,Error,True,ticket renewal error,anomaly
283,Microsoft-Windows-User Account Control: The application requested elevation but was denied,2025-06-10 00:02:31,UAC,Error,True,UAC elevation denied,anomaly
284,Microsoft-Windows-AppHost: Application pool 'DefaultAppPool' is being automatically disabled due to a series of failures,2025-06-10 00:02:32,AppHost,Error,True,app pool disabled,anomaly
285,Microsoft-Windows-TerminalServices-SessionBroker: The Remote Desktop Connection Broker service failed to start,2025-06-10 00:02:33,TerminalServices-SessionBroker,Error,True,broker start failure,anomaly
286,Microsoft-Windows-Storage-Tiering: Storage tiering job failed with error 0x80070005,2025-06-10 00:02:34,Storage-Tiering,Error,True,tiering job failed,anomaly
287,Microsoft-Windows-Windows Defender: Network inspection system driver failed to load,2025-06-10 00:02:35,Defender,Error,True,NIS driver failure,anomaly
288,Microsoft-Windows-CertificateServicesClient-AutoEnrollment: Automatic certificate enrollment for local system failed (0x80070005),2025-06-10 00:02:36,CertEnroll,Error,True,auto-enrollment failure,anomaly
289,Microsoft-Windows-Security-Kerberos: KRB_AP_ERR_MODIFIED received from server host/fileserver,2025-06-10 00:02:37,Kerberos,Error,True,Kerberos integrity violation,anomaly
290,Microsoft-Windows-NTLM: The NTLM package failed to authenticate the user due to invalid credentials,2025-06-10 00:02:38,NTLM,Error,True,invalid credentials,anomaly
291,Microsoft-Windows-Security-SPP: The Software Protection service reported that the license store is not accessible,2025-06-10 00:02:39,Security-SPP,Error,True,license store error,anomaly
292,Microsoft-Windows-AppLocker: The application was blocked because it is not allowed by the publisher rule,2025-06-10 00:02:40,AppLocker,Error,True,publisher rule block,anomaly
293,Microsoft-Windows-PrintSpooler: Print server failed to initialize because the port monitor is missing,2025-06-10 00:02:41,PrintSpooler,Error,True,port monitor missing,anomaly
294,Microsoft-Windows-WindowsUpdateClient: Windows Update failed to download the update because of proxy authentication failure,2025-06-10 00:02:42,WindowsUpdateClient,Error,True,proxy auth failure,anomaly
295,Microsoft-Windows-WMI: WMI provider returned an error which caused the WMI service to terminate unexpectedly,2025-06-10 00:02:43,WMI,Error,True,WMI provider crash,anomaly
296,Microsoft-Windows-Security-Kerberos: The Kerberos client received a KRB_AP_ERR_SKEW error indicating clock skew,2025-06-10 00:02:44,Kerberos,Error,True,clock skew detected,anomaly
297,"Microsoft-Windows-TaskScheduler: Task Scheduler failed to launch action ""C:\Scripts\backup.bat"" with error 0x80070002",2025-06-10 00:02:45,TaskScheduler,Error,True,file not found,anomaly
298,Microsoft-Windows-Storage-Storport: Miniport driver failed to complete an SRB request within allowed time,2025-06-10 00:02:46,Storport,Error,True,SRB timeout,anomaly
299,Microsoft-Windows-Windows Defender: The antimalware engine failed to scan the file because it is corrupted,2025-06-10 00:02:47,Defender,Error,True,corrupted file scan failure,anomaly
300,Microsoft-Windows-AppHost: Application pool 'FinanceAppPool' crashed with exception code 0xc0000005,2025-06-10 00:02:48,AppHost,Error,True,app pool crash,anomaly
301,Microsoft-Windows-Security-SPP: The Software Protection service reported that the licensing library could not be initialized,2025-06-10 00:02:49,Security-SPP,Error,True,licensing library init failure,anomaly
302,Microsoft-Windows-CertificateServicesClient-AutoEnrollment: Certificate enrollment failed with error 0x80094010,2025-06-10 00:02:50,CertEnroll,Error,True,template not found,anomaly
303,Microsoft-Windows-TerminalServices-RemoteConnectionManager: The terminal server has exceeded the maximum number of allowed connections,2025-06-10 00:02:51,TerminalServices-RemoteConnectionManager,Error,True,max connections exceeded,anomaly
304,Microsoft-Windows-Storage-Spaces-Driver: Storage Spaces metadata corruption detected,2025-06-10 00:02:52,StorageSpaces-Driver,Error,True,metadata corruption,anomaly
